ORIG_FID,대분류,area,Shape_Length,Shape_Area
2089,경작지,19829.46564,682.0076449,26779.95455
2090,경작지,6594.112212,402.6759087,10306.39887
2091,경작지,39201.479,1047.323381,49360.28902
2093,경작지,65972.90447,1110.522419,76771.80374
2094,경작지,36912.34753,834.7460994,45484.7735
2096,조경녹지,18466.08541,1144.371504,29638.1524
2100,경작지,8531.259432,601.1681119,14941.6501
2101,경작지,8337.928641,436.9152971,12394.48752
2104,경작지,5073.339825,351.6843967,8276.465558
2110,하천,7675.853932,628.3744419,13647.46089
2114,경작지,18611.05905,624.348297,24540.12056
2115,경작지,21130.56831,797.0231095,29009.84683
2119,조경녹지,9205.44542,805.1928197,17360.39409
2123,경작지,52652.54096,1240.357529,67073.48753
2126,경작지,18199.82104,607.7340827,23963.90609
2127,경작지,26783.91941,847.6974936,35181.16987
2130,하천,98043.8052,3577.45534,133523.1735
2132,경작지,7353.498502,405.8192288,11100.72784
2135,조경녹지,203253.9486,11993.70784,329495.1498
2140,경작지,11132.38729,619.7419487,17015.41799
2144,경작지,5754.955479,563.7846614,11078.2723
2145,경작지,9187.657668,461.0325004,13483.78193
2146,경작지,12652.96844,500.4349723,17342.77394
2147,경작지,13146.64151,511.4003849,17975.8708
2148,경작지,9757.850213,466.1580996,14105.49328
2153,경작지,6638.624468,431.6642578,10644.32803
2154,조경녹지,8078.289976,835.5049182,16129.5299
2156,산림지,129377.5207,2096.080741,150224.2319
2162,산림지,88635.17725,1686.050962,107631.4674
2164,경작지,13631.97368,532.1795526,18639.40969
2166,경작지,7937.872126,419.7442431,11820.92906
2169,경작지,12187.43055,499.6267794,16869.09699
2170,경작지,12491.50611,504.8492909,17224.99482
2178,하천,7771.539702,505.9932218,12704.29379
2181,경작지,14591.1404,552.2451452,19799.24133
2182,산림지,5444.87457,377.5182553,8943.411005
2184,경작지,15963.03705,616.0071328,21988.20529
2186,조경녹지,6052.194391,390.9711381,9648.634426
2196,조경녹지,65020.75559,1347.30071,78199.14254
2197,조경녹지,13874.05979,982.1006488,23540.56554
2200,경작지,22682.78711,784.2055647,30256.77006
2202,경작지,9579.057597,486.632049,14131.17723
2203,조경녹지,195433.2678,4202.644692,239051.2907
2207,조경녹지,60115.30945,1055.557732,70358.84741
2214,경작지,5560.708856,371.0768931,9324.261254
2233,경작지,14052.23952,685.6901614,21087.01859
2237,조경녹지,14052.29342,1396.653323,27751.53362
2242,조경녹지,206129.5207,4972.242021,260156.2078
2251,하천,31190.11897,1531.473483,46510.60029
2252,경작지,5973.668212,417.5735243,9874.889321
2253,경작지,6069.792424,473.8030712,10766.5763
2261,경작지,10102.88006,616.3416478,16022.79708
2265,조경녹지,18501.07892,2164.131238,40064.0285
2266,산림지,21656.71504,831.2708961,30385.67762
2290,경작지,71383.80633,1153.773472,82606.96617
2291,경작지,20277.3279,983.2936236,29792.50077
2292,경작지,50553.33083,1093.265402,61179.00019
2300,조경녹지,13395.77587,1310.690789,26241.04587
2301,조경녹지,23649.95076,3424.626778,57787.49034
2313,경작지,72775.71087,2975.16071,104356.4227
2314,산림지,7645.826162,556.3852063,12899.46052
2317,경작지,15634.65503,629.0132552,21613.62474
2318,경작지,76878.70392,1237.294944,89022.12297
2320,경작지,6763.439517,478.6507845,11350.39203
2321,경작지,7050.274555,470.1707699,11438.81835
2326,경작지,59678.05511,1095.175186,70640.05106
2330,경작지,17673.13029,761.2711425,25269.75767
2335,경작지,29648.94039,761.4480462,37301.64477
2336,조경녹지,7560.414993,768.8630749,14999.93048
2339,경작지,21925.91652,992.7516677,31691.02277
2343,경작지,15403.88141,694.036838,22029.57173
2346,경작지,9121.168165,452.9229352,13341.9359
2355,산림지,121709.12,2314.624083,147269.4255
2358,산림지,83532.13928,1540.062105,99226.25061
2364,경작지,9162.195747,551.024109,14383.52287
2370,조경녹지,11851.16097,509.6505413,16633.28184
2376,경작지,16759.26165,644.1944385,23338.8909
2378,경작지,17945.97721,697.6499991,24617.9798
2380,경작지,30761.23549,1428.950649,46332.40263
2394,산림지,13177.34396,516.5563934,18068.88421
2400,산림지,25138.4188,694.2069788,31776.9957
2410,조경녹지,72311.70654,4742.515157,121363.4985
2413,경작지,9099.02538,575.2716522,15900.11103
2415,하천,22080.31532,1318.66865,34982.19038
2417,조경녹지,5178.603569,1129.151108,16190.83984
2426,산림지,9907.695776,912.3417968,18774.2021
2427,산림지,8339.173558,762.8489504,15697.10048
2446,조경녹지,6802.773962,907.1925995,15611.01958
2449,산림지,8502.330473,493.6456901,13373.6498
2451,경작지,15634.15344,661.5019156,22094.94528
2463,경작지,6510.059548,530.9505094,11667.34385
2467,경작지,11491.43371,496.2817877,16139.34839
2469,산림지,39061.34268,1945.12686,58522.06043
2470,경작지,7689.740941,445.2789572,11828.02878
2475,경작지,8132.940922,430.2975841,12121.29035
2480,하천,6522.143466,823.1614654,14467.00338
2491,조경녹지,17573.18749,1320.307869,30556.73436
2496,경작지,8130.841554,509.3871224,13090.64246
2499,산림지,137035.4042,2197.830838,158849.6342
2504,경작지,12528.30474,824.7099713,20586.6155
2505,경작지,17228.0856,706.3076758,24003.6563
2508,경작지,67012.81072,1194.457872,78672.43893
2509,경작지,35625.99301,926.2039983,44573.61981
2510,경작지,46931.40046,991.7649035,56556.24764
2513,경작지,5270.968948,360.8209357,8588.362767
2514,경작지,46139.13644,1020.7996,57404.87069
2515,경작지,60662.84293,1157.83291,72716.04034
2516,경작지,15858.40017,604.429369,21985.42002
2519,경작지,5951.695772,435.5157318,9995.608593
2526,하천,8492.87919,705.5406697,15260.96436
2535,산림지,5695.821509,739.963882,12833.29229
2537,조경녹지,5508.279658,377.3283163,8967.640971
2541,산림지,7027.351506,546.613234,12217.4421
2546,경작지,22751.47101,814.4837346,30581.3912
2547,경작지,9245.77639,451.355758,13444.93746
2548,경작지,9071.313658,464.1044859,13397.74731
2551,경작지,73063.53379,2114.422692,95507.78588
2555,조경녹지,6161.622441,920.5326858,15098.91511
2557,조경녹지,5676.679509,499.6087635,10357.92632
2564,조경녹지,310561.0407,2809.87683,339628.7397
2573,경작지,10399.2024,657.2150389,16745.58454
2577,경작지,80430.53227,1229.692464,92413.04849
2579,조경녹지,10242.37566,535.0638879,15323.45488
2591,경작지,19414.32598,688.7017041,26056.78029
2597,조경녹지,11651.85964,675.5920381,18118.65761
2599,경작지,5893.991049,372.6570202,9451.630403
2600,경작지,7797.093935,434.3470385,11826.25934
2609,경작지,53820.24507,1004.182778,64073.7597
2610,경작지,67399.35409,1776.596679,86210.07425
2613,산림지,16426.23491,885.2334279,25068.73449
2615,조경녹지,16318.19944,779.8189317,23801.93779
2616,하천,5209.764598,704.4867272,11939.30893
2620,경작지,18614.46809,712.5979065,25474.87435
2622,경작지,78352.34214,1250.168302,90543.52195
2623,경작지,21331.85942,786.8567054,29786.91892
2626,경작지,66119.09663,1119.186191,77074.66758
2628,경작지,7133.459349,448.5223292,11528.38173
2634,산림지,18770.21273,698.4801314,26475.33897
2641,산림지,6471.6718,692.2567159,13472.19664
2643,경작지,73956.72773,2358.685935,99301.48193
2644,산림지,52688.6457,1467.088037,67865.92101
2645,경작지,27754.91058,727.1241639,34711.79948
2648,경작지,17862.49961,727.8877621,26036.31972
2656,조경녹지,8257.780919,431.9774682,12268.49396
2658,하천,7404.166994,762.9878531,14805.66476
2660,경작지,12816.62119,598.6960034,19471.82525
2662,경작지,17589.79488,741.3343283,24753.52636
2664,경작지,89850.72623,1550.015597,105334.269
2665,경작지,10664.92869,492.8929952,15413.03909
2666,조경녹지,7477.055361,1576.578983,22937.34021
2672,경작지,18480.68003,656.8419337,24734.87002
2674,경작지,18992.26239,703.7801916,25715.74013
2680,경작지,46970.68674,941.078053,56269.20996
2684,조경녹지,5746.887246,1332.426197,18772.77445
2685,경작지,50860.41006,1292.595078,64153.59549
2687,경작지,15215.1461,631.7892797,21218.65654
2688,경작지,56297.82492,987.2670261,65991.60674
2689,경작지,44414.36842,931.563505,54439.78029
2690,경작지,22682.51163,717.5637386,29543.60551
2693,경작지,36734.17629,1086.560037,48996.17014
2695,경작지,15057.5336,748.0095754,22621.61586
2699,경작지,21846.28773,758.7626298,29263.83243
2705,산림지,6058.976037,829.6298027,14059.14746
2714,조경녹지,39071.91889,2642.064967,65261.42974
2720,산림지,25841.53265,761.8732165,33196.19312
2728,경작지,8897.767833,530.8778665,14637.23438
2737,조경녹지,61559.788,3547.650354,98184.17885
2738,하천,7307.565427,551.509833,12515.54215
2741,경작지,14029.0454,782.7089465,21541.61782
2742,경작지,56879.14542,1031.811726,66882.86975
2753,경작지,5690.682811,533.592297,10843.90514
2754,경작지,26700.32225,912.2306162,35952.94961
2756,경작지,14301.75331,692.3590347,21601.34089
2759,경작지,32801.23631,1295.559851,46670.03646
2763,하천,5409.346138,607.8706843,11173.63939
2774,경작지,7972.944156,483.8989799,12554.57081
2775,경작지,10951.65081,542.0048644,16058.62105
2781,조경녹지,14811.02692,1578.120538,30430.71423
2783,조경녹지,16429.37854,688.4576355,23002.50425
2792,경작지,37203.08777,1449.919356,52905.85222
2798,조경녹지,10272.57007,1292.778572,23095.84737
2800,조경녹지,5272.618973,1125.706931,16248.09439
2805,조경녹지,19300.51923,785.5436935,27273.27713
2813,경작지,6360.059559,468.4528813,10730.24876
2814,조경녹지,18718.95409,1133.54027,30025.17063
2819,조경녹지,10962.45544,1279.552766,23476.47848
2824,경작지,26291.87101,829.0888185,34388.93081
2825,조경녹지,11125.85246,1127.141294,22282.55114
2826,경작지,64279.19412,1076.747076,74732.258
2832,하천,5073.077326,654.1277817,11305.73644
2845,산림지,32259.86695,786.1104458,39831.85234
2854,조경녹지,15545.88672,652.5735549,21781.65626
2857,경작지,6116.790463,437.6737703,10291.59076
2860,초지,14032.72428,1153.436132,25582.89748
2861,경작지,101287.3649,2687.041292,133305.8858
2862,경작지,22008.30606,1030.670138,32037.41241
2865,하천,36916.08542,2012.024538,56732.76181
2869,조경녹지,40939.93282,1056.27068,51382.07327
2871,조경녹지,11711.03944,480.9331937,16205.88985
2885,초지,9071.742877,587.7041261,14635.16917
2886,초지,5887.319174,662.6058834,12246.34731
2888,경작지,9892.244873,450.3585868,14081.42824
2889,초지,8200.696663,533.7766662,14589.31209
2890,경작지,70525.32687,1272.000462,83898.32345
2892,경작지,42271.60694,958.3788708,51640.13872
2895,경작지,8881.395142,600.5183199,14638.4836
2898,조경녹지,17587.4076,1912.598804,37099.2379
2902,하천,15952.48063,1045.752637,26139.04242
2905,초지,5004.023451,381.7190748,8648.876263
2909,산림지,9935.27111,461.8823929,14269.25299
2923,조경녹지,24077.67471,3592.702459,59692.22401
2926,경작지,55626.48642,968.3626977,65151.7487
2927,경작지,29387.06183,819.3697313,37492.1165
2928,경작지,7721.929903,565.1178714,13148.01468
2958,산림지,76281.32706,1775.459603,93735.4889
2960,산림지,8368.705431,736.7276885,15568.51714
2966,초지,16316.77396,581.3393234,21817.46992
2976,하천,9706.855424,688.2127503,16324.10571
2992,경작지,16714.83682,1034.535765,27045.50405
2999,하천,5026.079999,420.8254143,8967.903239
3004,조경녹지,12030.86951,727.6841425,19006.68141
3005,산림지,7760.399016,445.1034694,11901.57816
3009,하천,8746.76493,570.6527226,14139.87472
3013,초지,52012.4046,1036.360269,62964.00435
3018,산림지,797459.83,11621.57345,922949.5655
3024,경작지,20359.7314,816.474378,28370.30828
3035,경작지,7758.37626,621.1175405,13678.19864
3052,산림지,28917.01078,871.3154894,37769.50964
3062,경작지,5634.043729,448.0988099,10220.80132
3066,산림지,8969.028659,618.7948962,14859.57939
3070,산림지,7563.014762,423.1245314,11480.88075
3071,조경녹지,54695.48641,1744.391731,72554.02003
3073,경작지,58498.92336,1513.164682,73656.72529
3087,경작지,15398.16818,658.8504985,21703.72913
3106,산림지,6430.550899,575.4727931,11884.33943
3111,경작지,12090.69808,1071.825831,22968.11551
3120,조경녹지,7326.358424,879.1980974,16272.94319
3134,조경녹지,39007.69824,944.0983021,48155.42908
3143,산림지,5495.411075,362.1529899,8804.568385
3147,산림지,12873.17935,563.3486599,18245.07166
3153,산림지,23048.17182,1051.543456,33278.07217
3158,경작지,29115.27436,1230.923581,41953.35107
3159,경작지,16681.03716,729.6748381,25299.52477
3166,조경녹지,12270.05768,1646.874844,28466.3841
3168,경작지,33417.41291,1473.527862,48022.41896
3169,경작지,42638.7277,1913.822005,64254.56077
3171,조경녹지,9023.07766,921.9076704,18323.01154
3185,하천,18065.07222,1637.158767,34169.74899
3195,경작지,12114.08915,821.5406918,21136.16822
3196,경작지,18864.81528,1262.796156,32444.87968
3197,조경녹지,17591.86606,2159.917483,38950.64974
3200,경작지,5301.277399,391.1663397,8930.621209
3202,경작지,36261.01647,1465.915132,51410.94488
3209,경작지,6175.129147,470.6435273,10691.79236
3214,조경녹지,24890.04742,1943.022805,45289.52631
3215,조경녹지,6503.22844,461.1495909,10802.84973
3246,경작지,8274.743207,469.9203171,12982.09543
3249,산림지,22666.7508,704.8175089,29432.66008
3256,경작지,5821.38975,552.5382365,11074.31394
3280,경작지,9465.700942,477.5505746,13940.67083
3300,조경녹지,13276.97967,1466.96239,28947.28876
3306,산림지,8206.582175,674.1272174,14646.82276
3310,경작지,26900.465,979.1251105,37406.0152
3311,경작지,6603.110218,405.5387515,10396.003
3312,경작지,10192.14999,571.3330536,15720.75865
3313,경작지,5732.549537,458.8024067,10017.10964
3314,초지,5402.503749,369.4051266,8785.002645
3321,경작지,9159.048208,516.9980402,14017.16846
3326,경작지,9732.619855,538.012746,15114.22119
3327,초지,9028.222647,714.9257592,16748.83986
3344,경작지,7072.241312,567.8544941,12521.72441
3347,경작지,5160.626508,438.5379606,9581.699949
3351,경작지,10926.57861,777.9280712,18892.1115
3356,산림지,13056.91663,678.5924693,19584.62599
3360,경작지,9443.187162,607.4492718,15418.39863
3365,조경녹지,8520.746844,1097.0902,19275.77839
3368,산림지,167476.9384,4497.177563,213771.528
3379,조경녹지,18254.80156,1274.27907,32222.04677
3398,경작지,21399.5584,819.4757812,31069.50656
3401,경작지,5718.778062,431.3080621,10321.4045
3402,경작지,5030.305793,500.9198638,9810.766384
3404,경작지,5939.367002,439.2490575,10056.38085
3418,경작지,6803.66099,463.430565,11163.98797
3424,경작지,6416.546234,514.8806574,11593.63387
3428,경작지,7598.533218,520.3338887,12491.68929
3434,경작지,6383.428151,842.5626232,14514.8337
3439,경작지,6389.487499,386.3816297,9954.464907
3443,하천,5321.927404,537.4874988,10383.05757
3454,조경녹지,70459.58545,2474.421717,96529.06793
3462,경작지,18917.27273,912.9748834,27961.16941
3464,초지,6014.659123,543.4742427,11138.19848
3471,경작지,12048.84703,943.1587039,21213.64952
3480,산림지,12782.45576,639.5711531,18894.1907
3484,조경녹지,10317.12825,2038.722124,30816.75939
3489,산림지,17415.19299,1024.982184,27869.25363
3490,경작지,10445.08987,704.8851394,17190.73007
3491,초지,11521.05825,607.5870541,17328.12225
3508,호소 및 습지,61785.78017,1277.194048,74248.51024
3512,초지,6353.575164,453.5501407,10839.28071
3515,초지,5654.376185,414.4694784,9525.965895
3538,경작지,10906.35162,565.7077188,16265.7559
3541,조경녹지,10794.46019,513.4914452,15615.46952
3543,경작지,14794.81225,554.6160107,20039.27233
3544,경작지,8475.350017,428.8366297,12449.2526
3558,조경녹지,9856.395381,539.8587713,14940.72474
3563,경작지,5338.944397,367.7451789,8701.866384
3564,경작지,21225.3787,745.2841828,29687.30415
3567,조경녹지,20613.41039,1212.687765,32501.55
3571,경작지,18180.54428,652.0840424,24386.99518
3581,경작지,12769.27233,537.0553121,17825.00681
3587,산림지,13111.27083,550.2437608,18303.8628
3597,경작지,7282.229931,452.3108169,11490.87117
3598,경작지,12812.39915,568.7450576,18185.22147
3601,경작지,16512.61921,704.4514508,23243.13485
3602,하천,5453.439606,819.8488008,13338.51435
3615,경작지,12536.31837,509.0083697,17311.9393
3616,경작지,13107.75032,530.3465659,18194.37036
3618,경작지,7102.670288,409.3549003,10881.85383
3619,경작지,10979.86868,514.086745,15806.56235
3626,경작지,11847.34832,548.6343085,17062.13523
3627,조경녹지,5345.452559,561.9716596,10650.70546
3636,경작지,23366.63953,731.1081657,30363.05449
3639,경작지,37057.43838,988.8355895,46636.31649
3640,산림지,6061.556566,493.6208209,10695.5236
3643,경작지,18461.83399,629.1452284,24438.90007
3645,경작지,14637.85844,556.8328053,20276.82835
3651,경작지,16715.52712,607.6801707,22507.29408
3654,경작지,7271.776837,427.5523764,11232.67939
3655,경작지,7569.559359,435.6535384,11611.68159
3657,경작지,14707.96354,554.1060825,19959.07955
3658,경작지,14513.00848,550.275907,19701.40029
3664,경작지,10033.36149,511.4603367,15333.24963
3665,경작지,13663.85634,537.719848,18726.2596
3666,경작지,12896.18387,511.4438653,17695.98542
3667,경작지,28014.82383,841.6666093,36126.08718
3669,경작지,40081.93615,931.6078167,49578.99605
3670,경작지,12413.29226,503.7017794,17135.91899
3671,경작지,21817.90052,706.6258648,28567.31819
3672,경작지,72787.86556,1209.041638,84563.87379
3675,경작지,51718.70839,976.4999981,61170.24042
3680,하천,15427.16758,886.9308809,24025.64798
3682,경작지,57999.89159,1035.170078,68120.6422
3687,산림지,5083.584215,445.8368844,9244.897248
3692,경작지,78176.51706,1236.869669,90232.26193
3693,하천,52915.07609,2683.11027,79432.66562
3708,경작지,6140.345276,579.1632519,12258.82649
3713,경작지,36278.10354,864.6614085,44636.30389
3715,경작지,7876.732205,598.9768319,13552.0194
3716,경작지,66574.20827,1212.670781,78486.28317
3718,경작지,40793.4841,1013.025295,51642.54385
3720,경작지,8460.528727,418.883658,12334.65773
3721,경작지,6961.941784,495.2852926,11705.19241
3727,경작지,5343.959864,443.5545035,9465.110691
3728,경작지,24376.08498,702.373643,31103.189
3730,경작지,6182.478683,648.8831329,12462.86945
3731,경작지,5688.137572,528.5776229,10659.52704
3732,경작지,13257.81353,769.5267588,21055.18877
3733,경작지,28281.77441,951.0436581,37477.86463
3734,경작지,27293.16866,733.0365374,34310.1093
3737,경작지,6020.208089,410.1351361,9857.463292
3739,경작지,68636.65842,1142.355921,79883.58428
3742,경작지,30289.77506,937.5127692,39637.6808
3744,경작지,13082.83559,629.0202912,19126.2184
3747,경작지,51129.32813,947.156336,60286.6322
3748,경작지,24884.51566,723.2849782,31896.72961
3749,하천,24944.01099,2209.575137,46772.75754
3753,경작지,8268.665273,601.57315,13971.59628
3755,경작지,5186.515581,351.949628,8391.086174
3756,경작지,6853.917206,522.1151402,11778.25725
3757,경작지,5036.032483,540.6338728,10127.84216
3759,경작지,20831.60611,804.7544801,28601.53424
3760,조경녹지,5006.799744,825.1936387,12957.75075
3765,산림지,7422.951315,579.7064232,13054.07094
3768,경작지,7196.418862,539.4441541,12276.51892
3771,조경녹지,9886.327612,879.9807681,18371.64329
3776,경작지,10781.89183,494.628971,15485.82324
3786,조경녹지,17031.3181,600.6587584,22730.66098
3789,조경녹지,11507.68999,764.922766,18842.46306
3790,경작지,8572.875948,886.8107451,17206.83941
3791,경작지,73039.01472,1210.81756,85149.60233
3796,조경녹지,6671.430421,471.9627935,11076.50117
3798,산림지,12338.51452,599.1144426,18016.33825
3801,조경녹지,5991.317478,831.2815966,14115.81052
3803,조경녹지,12850.29009,2556.252077,38424.95096
3807,경작지,11017.97422,527.3892209,16109.31308
3809,산림지,11456.39443,729.4573178,18642.86661
3812,조경녹지,5221.084963,349.4907608,8410.87304
3833,산림지,6636.54774,475.9138986,11884.96856
3835,산림지,11143.83811,483.080033,15830.74181
3848,조경녹지,10930.8821,848.2408906,19123.68699
3852,조경녹지,5616.85133,724.8266803,12817.36113
3880,경작지,9368.492105,616.7252372,15229.18172
3897,경작지,5247.978393,496.3983651,9916.770445
3899,조경녹지,8403.51003,744.1889766,16254.54596
3929,조경녹지,10321.12866,526.5249537,15312.40212
3930,조경녹지,22996.40713,1031.377346,33138.37032
3938,조경녹지,25457.99825,855.1869335,33725.28921
3967,조경녹지,12105.80201,585.3231639,17659.12035
3972,조경녹지,5019.202536,368.7718794,8392.475103
3985,조경녹지,5080.483114,402.6877003,9471.995425
3990,조경녹지,11647.20134,466.4459503,15997.23821
3995,조경녹지,54383.19543,2416.538493,78244.64864
3998,조경녹지,15945.01729,571.6962266,21349.44782
4000,경작지,7052.340576,501.5034591,11914.12855
4021,조경녹지,22819.83784,907.3282136,31578.81387
4038,조경녹지,6506.75433,487.6332722,11105.55967
4051,경작지,31197.66953,855.0902597,39443.68031
4052,경작지,8407.724814,424.5995006,12339.27273
4054,경작지,32933.43871,902.877257,41694.81214
4057,경작지,12048.93982,489.7800052,16632.03783
4062,경작지,11913.87264,600.0831742,17600.26947
4063,경작지,6783.565855,424.6218483,11085.08672
4068,경작지,11989.62584,507.5681058,16750.8907
4073,경작지,6146.813932,436.4440704,10294.44113
4090,산림지,30207.13413,1189.58175,42678.97207
4098,조경녹지,5288.320448,364.065247,8625.610993
4100,조경녹지,5160.018992,391.0398437,8756.007732
4101,조경녹지,7683.575032,380.3780144,11172.91918
4115,조경녹지,7763.522707,381.2082398,11261.18775
4116,조경녹지,17148.35386,1277.31367,29882.92006
4131,산림지,9178.25338,561.3995476,14491.70159
4150,조경녹지,10354.45916,934.4731957,19415.48884
4157,조경녹지,6393.945857,1214.344361,18222.82506
4164,조경녹지,7877.859578,435.1626873,11984.92043
4168,산림지,30423.08871,1365.177479,44272.9252
4170,조경녹지,49556.40364,1615.687615,65411.85595
4195,경작지,5305.88349,578.5955135,10816.11163
4199,조경녹지,6198.958475,828.7558893,14198.32718
4218,조경녹지,7348.564941,1083.720348,17899.89854
4230,조경녹지,9272.10476,980.7371193,18966.77335
4252,조경녹지,11432.66907,1176.440205,23154.92248
4257,조경녹지,14074.98276,1396.348004,27736.10027
4260,조경녹지,8115.13164,908.7618845,17359.40938
4262,조경녹지,6978.134905,386.8761111,10532.30808
4268,조경녹지,6199.04081,480.7699007,10692.14043
4274,조경녹지,10363.90147,846.2688883,18531.54449
4277,조경녹지,6381.382239,1022.431013,16456.07463
4324,조경녹지,6758.484743,1221.829852,19558.06868
4326,조경녹지,16270.48488,1546.274415,31439.06442
4330,경작지,6725.222931,420.2945441,10612.95035
4356,조경녹지,7616.223165,1172.215873,19353.02713
4381,조경녹지,7351.89607,814.0815445,15216.57805
4389,산림지,5581.669918,377.2245215,9102.821658
4395,경작지,5776.379552,376.607517,9228.002726
4411,초지,35470.47,1879.605741,54409.50404
4429,조경녹지,20510.83406,1195.152712,32162.47031
4431,조경녹지,12658.23873,784.2117897,20673.79325
4436,조경녹지,5833.425641,1213.439526,17686.30051
4441,조경녹지,5059.503438,636.6917657,11680.89639
4442,조경녹지,26166.0009,2563.799629,53901.62483
4463,조경녹지,28102.76693,1152.639682,39324.83855
4469,경작지,10509.24735,466.0225193,14854.83999
4479,조경녹지,13502.22683,594.6662936,19137.63909
4480,조경녹지,32443.09739,941.5228265,41546.17874
4498,산림지,7955.451124,455.487365,12284.0286
4504,조경녹지,5369.561973,421.1496474,9266.585249
4513,조경녹지,5417.919749,507.9240083,10183.60225
4523,조경녹지,10371.16828,961.8988623,20009.21169
4524,조경녹지,16251.42175,601.5243839,21953.69834
4536,조경녹지,7726.660913,637.3517092,14319.4927
4541,하천,6596.945946,572.6866953,12177.83101
4542,하천,14430.45362,955.4573958,23630.77354
4548,조경녹지,85672.25843,1249.782235,97871.59219
4552,조경녹지,6968.694363,397.1185993,10624.90451
4554,산림지,88291.35162,1887.36952,107907.6052
4558,산림지,8253.357214,765.6517929,15599.60045
4568,조경녹지,5990.949926,1101.848225,16732.1709
4577,조경녹지,5419.147311,363.4731726,8739.516418
4583,조경녹지,6044.154291,599.7890128,11727.66784
4601,조경녹지,5392.776059,554.4128358,10623.69647
4606,조경녹지,14035.74423,1054.397024,24287.26527
4617,조경녹지,8360.263098,463.5667289,12681.54861
4619,조경녹지,5919.638618,386.162436,9466.14937
4634,조경녹지,6083.189559,379.9840683,9567.935296
4641,조경녹지,6538.132947,565.7407256,11881.43185
4653,조경녹지,8061.797751,919.5312168,16949.36009
4654,조경녹지,12957.23952,820.2562034,20845.21122
4659,조경녹지,12013.37611,765.0731365,19353.92713
4661,조경녹지,11295.26339,483.972086,15820.49046
4689,조경녹지,6502.173517,461.6761834,10806.99379
4721,조경녹지,6653.067496,478.7777849,11125.30843
4733,하천,6520.464132,683.6431412,13085.65679
4740,하천,11138.69681,920.9366597,20034.97245
4743,조경녹지,6947.121376,423.5444182,10867.4922
4774,조경녹지,6072.723674,1120.116911,17009.80246
4787,조경녹지,6523.2186,1307.84416,19287.0565
